experiment_family,experiment_name,crop,horizon_days,validation_rows,validation_start,validation_end,mae,rmse,r2,mape_pct,wape_pct,train_rows
specialized_variant,density_bucket_histgb,onion,15,4974,2025-10-03,2025-12-31,456.32875912633244,576.6051405076981,0.6795885483673574,15.921344837193589,15.958896032549966,10000
specialized_variant,density_bucket_histgb,potato,15,2307,2025-09-02,2025-11-30,237.82537515191854,368.8317156151244,0.9317055761463484,9.276852570065612,9.12778687326625,10000
specialized_variant,density_bucket_histgb,tomato,15,24442,2025-10-03,2025-12-31,867.620697371954,1255.2458255572103,0.24888010284317108,23.60021732483639,26.06825042675788,10000
specialized_variant,density_bucket_histgb,wheat,15,288,2025-09-02,2025-11-30,44.37957170580509,67.67444984050256,0.64386533673858,1.7809044877986846,1.7535014988518636,10000
