experiment_family,experiment_name,crop,horizon_days,validation_rows,validation_start,validation_end,mae,rmse,r2,mape_pct,wape_pct,candidate_index,train_rows,feature_count,params_json,artifact_path,device,train_windows,validation_windows,target_encoding
focused_tabular,xgboost_tuned,tomato,15,24442,2025-10-03,2025-12-31,919.4920305876251,1304.8527783720592,0.18833891489691368,25.9674909107458,27.626759701988124,1,20000.0,33.0,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 4, ""n_estimators"": 250, ""subsample"": 0.85}",artifacts/xgboost/tomato/tomato_xgboost_15d.joblib,,,,
focused_tabular,lightgbm_tuned,tomato,15,24442,2025-10-03,2025-12-31,896.4439148050614,1237.6339562858395,0.26980958502394425,25.844223800232648,26.93426348111108,2,20000.0,33.0,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""max_depth"": 8, ""min_child_samples"": 30, ""n_estimators"": 350, ""num_leaves"": 47, ""subsample"": 0.85}",artifacts/lightgbm/tomato/tomato_lightgbm_15d.joblib,,,,
focused_tabular,extratrees_tuned,tomato,15,24442,2025-10-03,2025-12-31,825.5606478296846,1151.8958691755026,0.3674743570175185,24.196321650313987,24.80452780263095,1,20000.0,33.0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",artifacts/extratrees/tomato/tomato_extratrees_15d.joblib,,,,
focused_tabular,xgboost_tuned,wheat,1,528,2025-09-02,2025-11-30,31.984605703700122,50.80338428239165,0.7896887113553418,1.2650700100524384,1.2609547830702663,1,20000.0,33.0,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 4, ""n_estimators"": 250, ""subsample"": 0.85}",artifacts/xgboost/wheat/wheat_xgboost_1d.joblib,,,,
focused_tabular,lightgbm_tuned,wheat,1,528,2025-09-02,2025-11-30,32.05047028597721,50.568717300117605,0.7916271307001335,1.2671294784500222,1.2635514153635201,2,20000.0,33.0,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""max_depth"": 8, ""min_child_samples"": 30, ""n_estimators"": 350, ""num_leaves"": 47, ""subsample"": 0.85}",artifacts/lightgbm/wheat/wheat_lightgbm_1d.joblib,,,,
focused_tabular,extratrees_tuned,wheat,1,528,2025-09-02,2025-11-30,32.41940978629935,50.34262547705582,0.7934862280746438,1.2818154818468996,1.2780964134136583,3,20000.0,33.0,"{""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",artifacts/extratrees/wheat/wheat_extratrees_1d.joblib,,,,
focused_tabular,xgboost_tuned,wheat,15,288,2025-09-02,2025-11-30,46.38007855284492,67.80704141868064,0.6424684516322736,1.8556119494476362,1.8325444373011524,2,20000.0,33.0,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.04, ""max_depth"": 6, ""min_child_weight"": 6, ""n_estimators"": 350, ""subsample"": 0.9}",artifacts/xgboost/wheat/wheat_xgboost_15d.joblib,,,,
focused_tabular,lightgbm_tuned,wheat,15,288,2025-09-02,2025-11-30,46.93954214371366,68.16942613090808,0.6386366907328924,1.8773125112122178,1.854649658407039,1,20000.0,33.0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": -1, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 31, ""subsample"": 0.9}",artifacts/lightgbm/wheat/wheat_lightgbm_15d.joblib,,,,
focused_tabular,extratrees_tuned,wheat,15,288,2025-09-02,2025-11-30,42.99350112154775,64.50540232458297,0.6764384141543155,1.7203341279466957,1.6987358318210615,1,20000.0,33.0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}",artifacts/extratrees/wheat/wheat_extratrees_15d.joblib,,,,
focused_temporal,tcn_tuned,onion,1,8678,2025-10-03,2025-12-31,142.3452606201172,224.51088329689054,0.9490220546722412,5.807985305786133,5.327702522277832,2,,,"{""batch_size"": 128, ""dropout"": 0.2, ""epochs"": 10, ""hidden_channels"": 48, ""kernel_size"": 3, ""learning_rate"": 0.0007, ""weight_decay"": 1e-05, ""window_size"": 28}",artifacts/tcn/onion/onion_tcn_1d.pt,cpu,15000.0,8678.0,log_delta_current
focused_temporal,tcn_tuned,onion,15,4974,2025-10-03,2025-12-31,559.172607421875,691.5408520109279,0.5391212701797485,19.06730079650879,19.555587768554688,1,,,"{""batch_size"": 128, ""dropout"": 0.15, ""epochs"": 8, ""hidden_channels"": 32, ""kernel_size"": 3, ""learning_rate"": 0.001, ""weight_decay"": 1e-05, ""window_size"": 21}",artifacts/tcn/onion/onion_tcn_15d.pt,cpu,15000.0,4974.0,log_delta_current
focused_temporal,tcn_tuned,potato,1,4113,2025-09-02,2025-11-30,134.80543518066406,265.6826996155376,0.9661807417869568,4.710855484008789,5.134844779968262,2,,,"{""batch_size"": 128, ""dropout"": 0.2, ""epochs"": 10, ""hidden_channels"": 48, ""kernel_size"": 3, ""learning_rate"": 0.0007, ""weight_decay"": 1e-05, ""window_size"": 28}",artifacts/tcn/potato/potato_tcn_1d.pt,cpu,15000.0,4113.0,log_delta_current
focused_temporal,tcn_tuned,potato,15,2307,2025-09-02,2025-11-30,238.08590698242188,363.83478393358706,0.9335435628890991,9.671333312988281,9.137785911560059,1,,,"{""batch_size"": 128, ""dropout"": 0.15, ""epochs"": 8, ""hidden_channels"": 32, ""kernel_size"": 3, ""learning_rate"": 0.001, ""weight_decay"": 1e-05, ""window_size"": 21}",artifacts/tcn/potato/potato_tcn_15d.pt,cpu,15000.0,2307.0,log_delta_current
focused_temporal,tcn_tuned,tomato,1,29374,2025-10-03,2025-12-31,235.3903045654297,398.39792450513596,0.9191033244132996,7.487768173217773,7.424160957336426,2,,,"{""batch_size"": 128, ""dropout"": 0.2, ""epochs"": 10, ""hidden_channels"": 48, ""kernel_size"": 3, ""learning_rate"": 0.0007, ""weight_decay"": 1e-05, ""window_size"": 28}",artifacts/tcn/tomato/tomato_tcn_1d.pt,cpu,15000.0,29374.0,log_delta_current
focused_temporal,tcn_tuned,tomato,15,24442,2025-10-03,2025-12-31,981.644287109375,1310.528853173405,0.18126213550567627,29.481945037841797,29.494169235229492,2,,,"{""batch_size"": 128, ""dropout"": 0.2, ""epochs"": 10, ""hidden_channels"": 48, ""kernel_size"": 3, ""learning_rate"": 0.0007, ""weight_decay"": 1e-05, ""window_size"": 28}",artifacts/tcn/tomato/tomato_tcn_15d.pt,cpu,15000.0,24442.0,log_delta_current
focused_temporal,tcn_tuned,wheat,1,528,2025-09-02,2025-11-30,38.09202575683594,56.13598253487909,0.7432207465171814,1.5045320987701416,1.5017324686050415,2,,,"{""batch_size"": 128, ""dropout"": 0.2, ""epochs"": 10, ""hidden_channels"": 48, ""kernel_size"": 3, ""learning_rate"": 0.0007, ""weight_decay"": 1e-05, ""window_size"": 28}",artifacts/tcn/wheat/wheat_tcn_1d.pt,cpu,15000.0,528.0,log_delta_current
focused_temporal,tcn_tuned,wheat,15,288,2025-09-02,2025-11-30,58.24300003051758,77.63768641299468,0.5312838554382324,2.2954392433166504,2.3012659549713135,2,,,"{""batch_size"": 128, ""dropout"": 0.2, ""epochs"": 10, ""hidden_channels"": 48, ""kernel_size"": 3, ""learning_rate"": 0.0007, ""weight_decay"": 1e-05, ""window_size"": 28}",artifacts/tcn/wheat/wheat_tcn_15d.pt,cpu,15000.0,288.0,log_delta_current
