experiment_family,experiment_name,crop,horizon_days,validation_rows,validation_start,validation_end,mae,rmse,r2,mape_pct,wape_pct,source_file,train_rows,target_mode,normalization_mode,threshold_km,alpha,graph_mode,correction_scale,best_alpha,train_windows,validation_windows,sweep,config_name,display_name,graph_bucket
,,tomato,15,,2025-10-03,2025-12-31,772.5399780273438,1141.2792164934924,0.3790802955627441,,23.21148681640625,gat_gru_ablations/ablation_summary.csv,,delta_roll28,,,,full_graph,0.25,0.0,758.0,75.0,target_mode,target_mode__delta_roll28,target_mode__delta_roll28,graph
,,tomato,15,,2025-10-03,2025-12-31,823.6384887695312,1188.0300922114725,0.3271681666374206,,24.746776580810547,gat_gru_ablations/ablation_summary.csv,,delta_roll7,,,,full_graph,0.25,0.05,758.0,75.0,target_mode,target_mode__delta_roll7,target_mode__delta_roll7,graph
,,wheat,15,,2025-09-02,2025-11-30,39.604713439941406,65.24324977057013,0.6689936518669128,,1.5648398399353027,gat_gru_ablations/ablation_summary.csv,,delta_current,,,,full_graph,0.25,0.25,786.0,18.0,edge_weights,edge_weights__corr_heavy,edge_weights__corr_heavy,graph
,,wheat,15,,2025-09-02,2025-11-30,39.61481475830078,65.25298574347,0.6688948273658752,,1.5652388334274292,gat_gru_ablations/ablation_summary.csv,,delta_current,,,,full_graph,0.25,0.25,786.0,18.0,edge_weights,edge_weights__geo_heavy,edge_weights__geo_heavy,graph
,,wheat,15,,2025-09-02,2025-11-30,39.61170959472656,65.2432797066104,0.6689932942390442,,1.565116286277771,gat_gru_ablations/ablation_summary.csv,,delta_current,,,,full_graph,0.25,0.25,786.0,18.0,edge_weights,edge_weights__state_cluster_heavy,edge_weights__state_cluster_heavy,graph
,,wheat,15,,2025-09-02,2025-11-30,39.59811782836914,65.25088301605581,0.6689161062240601,,1.5645792484283447,gat_gru_ablations/ablation_summary.csv,,delta_current,,,,corr_only,0.25,0.25,786.0,18.0,graph_mode,graph_mode__corr_only,graph_mode__corr_only,graph
,,wheat,15,,2025-09-02,2025-11-30,39.59642028808594,65.25462073557512,0.6688782572746277,,1.564512014389038,gat_gru_ablations/ablation_summary.csv,,delta_current,,,,geo_only,0.25,0.25,786.0,18.0,graph_mode,graph_mode__geo_only,graph_mode__geo_only,graph
,,wheat,15,,2025-09-02,2025-11-30,39.61355972290039,65.25289969011914,0.6688957214355469,,1.565189242362976,gat_gru_ablations/ablation_summary.csv,,delta_current,,,,shuffled_graph,0.25,0.25,786.0,18.0,graph_mode,graph_mode__shuffled_graph,graph_mode__shuffled_graph,graph
,,wheat,15,,2025-09-02,2025-11-30,39.53057861328125,65.22955259121436,0.6691325902938843,,1.561910629272461,gat_gru_ablations/ablation_summary.csv,,delta_current,,,,temporal_only,0.25,0.25,786.0,18.0,graph_mode,graph_mode__temporal_only,graph_mode__temporal_only,graph
,,wheat,15,,2025-09-02,2025-11-30,39.61277389526367,65.24801691191465,0.6689452528953552,,1.565158128738403,gat_gru_ablations/ablation_summary.csv,,delta_current,,,,full_graph,0.25,0.25,786.0,18.0,k_neighbors,k_neighbors__k14,k_neighbors__k14,graph
,,wheat,15,,2025-09-02,2025-11-30,39.598297119140625,65.2415808145963,0.6690105199813843,,1.5645864009857178,gat_gru_ablations/ablation_summary.csv,,delta_current,,,,full_graph,0.25,0.25,786.0,18.0,k_neighbors,k_neighbors__k18,k_neighbors__k18,graph
,,wheat,15,,2025-09-02,2025-11-30,39.60865783691406,65.24564835225603,0.6689692735671997,,1.564995527267456,gat_gru_ablations/ablation_summary.csv,,delta_current,,,,full_graph,0.25,0.25,786.0,18.0,k_neighbors,k_neighbors__k6,k_neighbors__k6,graph
,,wheat,15,,2025-09-02,2025-11-30,39.05100631713867,61.84733440850543,0.7025546431541443,,1.5429619550704956,gat_gru_ablations/ablation_summary.csv,,delta_current,,,,full_graph,0.25,0.95,786.0,18.0,reference,full_graph_delta_current_default,full_graph_delta_current_default,graph
,,wheat,15,,2025-09-02,2025-11-30,55.31039047241211,77.47127113687047,0.5332906246185303,,2.185393810272217,gat_gru_ablations/ablation_summary.csv,,delta_roll28,,,,full_graph,0.25,0.4,786.0,18.0,target_mode,target_mode__delta_roll28,target_mode__delta_roll28,graph
,,wheat,15,,2025-09-02,2025-11-30,40.9202995300293,65.50364523492185,0.6663461923599243,,1.6168204545974731,gat_gru_ablations/ablation_summary.csv,,delta_roll7,,,,full_graph,0.25,0.0,786.0,18.0,target_mode,target_mode__delta_roll7,target_mode__delta_roll7,graph
graph_deep,graph_wavenet_plus_mps,onion,15,,2025-10-03,2025-12-31,731.2091674804688,909.0797544770205,0.16143733263015747,,27.444684982299805,graph_wavenet_plus_mps/graph_training_summary.json,,,,,,,,,825.0,34.0,,,graph_wavenet_plus_mps,graph
graph_deep,graph_wavenet_plus_mps,potato,15,,2025-09-02,2025-11-30,276.3859558105469,426.9526832682985,0.9131473898887634,,10.517256736755371,graph_wavenet_plus_mps/graph_training_summary.json,,,,,,,,,817.0,33.0,,,graph_wavenet_plus_mps,graph
graph_deep,graph_wavenet_plus_mps,tomato,15,,2025-10-03,2025-12-31,895.7781372070312,1231.3585992715525,0.27612441778182983,,26.935317993164062,graph_wavenet_plus_mps/graph_training_summary.json,,,,,,,,,818.0,75.0,,,graph_wavenet_plus_mps,graph
graph_deep,graph_wavenet_plus_mps,wheat,15,,2025-09-02,2025-11-30,66.71510314941406,88.88736893096089,0.3627045154571533,,2.6307079792022705,graph_wavenet_plus_mps/graph_training_summary.json,,,,,,,,,831.0,33.0,,,graph_wavenet_plus_mps,graph
graph_deep,graph_gat_gru_mps,onion,15,,2025-10-03,2025-12-31,352.7446594238281,450.0706368171556,0.8047853708267212,,12.336316108703613,graph_gat_gru_mps/graph_training_summary.json,,delta_current,,,,full_graph,0.25,1.0,795.0,19.0,,,graph_gat_gru_mps,graph
graph_deep,graph_gat_gru_mps,potato,15,,2025-09-02,2025-11-30,265.9269714355469,397.6695786076677,0.9206085801124573,,10.206331253051758,graph_gat_gru_mps/graph_training_summary.json,,delta_current,,,,full_graph,0.25,0.8500000000000001,802.0,18.0,,,graph_gat_gru_mps,graph
graph_deep,graph_gat_gru_mps,tomato,15,,2025-10-03,2025-12-31,843.8936157226562,1204.0865832655059,0.30885839462280273,,25.355356216430664,graph_gat_gru_mps/graph_training_summary.json,,delta_current,,,,full_graph,0.25,0.30000000000000004,758.0,75.0,,,graph_gat_gru_mps,graph
graph_deep,graph_gat_gru_mps,wheat,15,,2025-09-02,2025-11-30,39.05100631713867,61.84733440850543,0.7025546431541443,,1.5429619550704956,graph_gat_gru_mps/graph_training_summary.json,,delta_current,,,,full_graph,0.25,0.9500000000000001,786.0,18.0,,,graph_gat_gru_mps,graph
