crop,series_id,Commodity,State,District,Market,latitude,longitude,mean_arrival,std_arrival,mean_price,neighbor_degree_75km,neighbor_degree_150km,neighbor_degree_300km,density_bucket,volume_bucket
onion,Onion||Tamil Nadu||Chengalpattu||Medavakkam(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ) APMC,12.6840886,79.9836371,0.28865178180704704,0.06558317935231475,3272.666975860116,15,27,97,sparse,low
onion,Onion||Tamil Nadu||Chengalpattu||Nanganallur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Chengalpattu,Nanganallur(Uzhavar Sandhai ) APMC,12.6840886,79.9836371,0.32205576256171486,0.09348849982782881,3093.3113758241293,15,27,97,sparse,low
onion,Onion||Tamil Nadu||Chengalpattu||Pallavaram(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ) APMC,12.6840886,79.9836371,1.1471334104290178,0.08207008250934474,3659.2233442521024,15,27,97,sparse,low
onion,Onion||Tamil Nadu||Chengalpattu||Thirukalukundram(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Chengalpattu,Thirukalukundram(Uzhavar Sandhai ) APMC,12.6840886,79.9836371,0.20070657389735755,0.04491601053277953,3694.5718104320185,15,27,97,sparse,low
onion,Onion||Tamil Nadu||Coimbatore||Kurichi(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,11.001811499999999,76.9628425,0.048159941385780634,0.011184391036492386,3092.6300557097625,21,61,183,dense,low
onion,Onion||Tamil Nadu||Coimbatore||Mettupalayam(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,11.001811500000002,76.96284249999998,0.8416721109476397,0.03224608897200216,3303.739553218233,21,61,183,dense,low
onion,Onion||Tamil Nadu||Coimbatore||Pollachi(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,11.001811500000002,76.96284249999998,0.5469154514540305,0.06596016607460377,3509.51886710665,21,61,183,dense,low
onion,Onion||Tamil Nadu||Coimbatore||RSPuram(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,11.001811500000002,76.96284249999998,4.058082535135992,0.3192412302862949,2990.2231879280534,21,61,183,dense,medium
onion,Onion||Tamil Nadu||Coimbatore||Singanallur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,11.001811500000002,76.96284249999998,1.4308190484012466,0.26011491088693184,3133.816938085999,21,61,183,dense,medium
onion,Onion||Tamil Nadu||Coimbatore||Sulur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ) APMC,11.001811500000002,76.96284249999998,0.29323000841402214,0.09160185930518747,3132.7426885062564,21,61,183,dense,low
onion,Onion||Tamil Nadu||Coimbatore||Sundarapuram(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,11.001811500000002,76.96284249999998,0.7845495716676492,0.08303866968856646,3105.7416542723777,21,61,183,dense,low
onion,Onion||Tamil Nadu||Coimbatore||Udumalpet APMC,Onion,Tamil Nadu,Coimbatore,Udumalpet APMC,11.001811500000002,76.96284249999998,0.8268233994714304,0.12627278056674282,3653.165899434524,21,61,183,dense,low
onion,Onion||Tamil Nadu||Coimbatore||Vadavalli(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,11.001811500000002,76.96284249999998,0.8803312576893131,0.20499477611848355,3024.7289529056034,21,61,183,dense,low
onion,Onion||Tamil Nadu||Cuddalore||Chidambaram(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Cuddalore,Chidambaram(Uzhavar Sandhai ) APMC,11.5202071,79.3396356,0.021259363287039805,0.005576563957440499,3720.626907019238,11,71,152,dense,low
onion,Onion||Tamil Nadu||Cuddalore||Cuddalore(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,11.5202071,79.3396356,0.25744928237044434,0.06462298980028144,3886.5851170638666,11,71,152,dense,low
onion,Onion||Tamil Nadu||Cuddalore||Panruti(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ) APMC,11.5202071,79.3396356,0.04052547847375228,0.006844729330921958,3622.380877414086,11,71,152,dense,low
onion,Onion||Tamil Nadu||Cuddalore||Viruthachalam(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ) APMC,11.5202071,79.3396356,0.14856622047332516,0.013075026238542734,3185.457299226956,11,71,152,dense,low
onion,Onion||Tamil Nadu||Dharmapuri||AJattihalli(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,12.1456131,78.1132217,0.6997500165029081,0.14013177592579032,3509.6452707591625,20,56,184,dense,low
onion,Onion||Tamil Nadu||Dharmapuri||Dharmapuri(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,12.1456131,78.1132217,1.4147203026095978,0.1095281573558506,3527.74944508809,20,56,184,dense,medium
onion,Onion||Tamil Nadu||Dharmapuri||Harur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,12.1456131,78.1132217,0.17842492088014375,0.03358871253755157,3558.828068878152,20,56,184,dense,low
onion,Onion||Tamil Nadu||Dharmapuri||Palacode(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,12.1456131,78.1132217,0.11211638226879328,0.014659432638868328,3640.802179889251,20,56,184,dense,low
onion,Onion||Tamil Nadu||Dharmapuri||Pennagaram(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ) APMC,12.1456131,78.1132217,0.16831720656341667,0.039933319216460386,3831.7978751796586,20,56,184,dense,low
onion,Onion||Tamil Nadu||Dindigul||Chinnalapatti(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ) APMC,10.425689699999998,77.815664,0.45751257764167236,0.08768033718393706,3787.3624568952855,9,110,179,dense,low
onion,Onion||Tamil Nadu||Dindigul||Dindigul(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ) APMC,10.425689699999998,77.815664,0.9418169645892354,0.09117698164417312,3809.0654701885433,9,110,179,dense,low
onion,Onion||Tamil Nadu||Dindigul||Palani(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ) APMC,10.425689699999998,77.815664,0.9182088703715214,0.09482065847262719,3565.5285946470644,9,110,179,dense,low
onion,Onion||Tamil Nadu||Dindigul||Vedasanthur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Dindigul,Vedasanthur(Uzhavar Sandhai ) APMC,10.425689699999998,77.815664,0.08201114398875013,0.0609301989275491,3627.1660861753085,9,110,179,dense,low
onion,Onion||Tamil Nadu||Erode||Gobichettipalayam(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,11.4905282,77.3505274,0.6172370608779166,0.03959262793380037,3633.6894898297483,16,76,187,dense,low
onion,Onion||Tamil Nadu||Erode||Perundurai(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ) APMC,11.4905282,77.3505274,0.20310870463770436,0.0865184624225391,3528.930857729543,16,76,187,dense,low
onion,Onion||Tamil Nadu||Erode||Sampath Nagar(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,11.4905282,77.3505274,0.5937418492481983,0.058172451035575105,3570.373053784077,16,76,187,dense,low
onion,Onion||Tamil Nadu||Erode||Sathiyamagalam(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,11.4905282,77.3505274,0.3145609113164388,0.016778782674037693,3461.5025940999426,16,76,187,dense,low
onion,Onion||Tamil Nadu||Erode||Thalavadi(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,11.4905282,77.3505274,0.2052086518822578,0.055651437044840914,3428.7587540232043,16,76,187,dense,low
onion,Onion||Tamil Nadu||Kallakuruchi||Kallakurichi(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,11.7406259,78.9637131,0.32094374410725784,0.044178846567349404,4046.0725210111336,26,74,157,dense,low
onion,Onion||Tamil Nadu||Kallakuruchi||Sankarapuram(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,11.7406259,78.9637131,0.23512541212563268,0.03027388913399138,3971.13515961627,26,74,157,dense,low
onion,Onion||Tamil Nadu||Kancheepuram||Kancheepuram(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Kancheepuram,Kancheepuram(Uzhavar Sandhai ) APMC,12.879605199999999,79.7042762,0.8186853492526457,0.14734370647292275,3631.4955937680443,20,23,98,sparse,low
onion,Onion||Tamil Nadu||Kancheepuram||Kundrathur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ) APMC,12.879605199999999,79.7042762,0.4649795583156752,0.1446296677486915,3283.040701617812,20,23,98,sparse,low
onion,Onion||Tamil Nadu||Kancheepuram||Padappai(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ) APMC,12.879605199999999,79.7042762,0.8129931822660365,0.11893414806800326,3364.169393898622,20,23,98,sparse,low
onion,Onion||Tamil Nadu||Karur||Karur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,10.8217671,78.3828654,0.5318091429621404,0.13615983030181178,3770.721845937362,23,87,193,dense,low
onion,Onion||Tamil Nadu||Karur||Kulithalai(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,10.8217671,78.3828654,0.6691517322375762,0.028971745561441584,3734.60540675195,23,87,193,dense,low
onion,Onion||Tamil Nadu||Karur||Velayuthampalayam(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ) APMC,10.8217671,78.3828654,0.15214751848324087,0.010013487201476393,3730.947914210865,23,87,193,dense,low
onion,Onion||Tamil Nadu||Krishnagiri||Avallapalli(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ) APMC,12.5152075,78.0093769,0.28148082409049824,0.021675986096560473,3390.6852181413547,10,55,144,dense,low
onion,Onion||Tamil Nadu||Krishnagiri||Denkanikottai(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ) APMC,12.5152075,78.0093769,0.2670436589153204,0.0337050343730765,3388.2379974893042,10,55,144,dense,low
onion,Onion||Tamil Nadu||Krishnagiri||Hosur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ) APMC,12.5152075,78.0093769,2.262207529827734,0.508966000056684,3438.0855799701258,10,55,144,dense,medium
onion,Onion||Tamil Nadu||Krishnagiri||Kaveripattinam(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ) APMC,12.5152075,78.0093769,0.28321555109440777,0.03847448255340044,3531.8737414278057,10,55,144,dense,low
onion,Onion||Tamil Nadu||Krishnagiri||Krishnagiri(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,12.5152075,78.0093769,1.2783303752414241,0.25054909480422227,3257.293655496763,10,55,144,dense,low
onion,Onion||Tamil Nadu||Madurai||Anaiyur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ) APMC,9.9261153,78.1140983,0.7550876990852311,0.04624841580288453,3715.288841898086,30,55,178,dense,low
onion,Onion||Tamil Nadu||Madurai||Anna nagar(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ) APMC,9.9261153,78.1140983,1.743733087600445,0.11443306903347171,4199.47813604956,30,55,178,dense,medium
onion,Onion||Tamil Nadu||Madurai||Chokkikulam(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,9.9261153,78.1140983,0.9401430024467542,0.11524315395271825,3706.507411058402,30,55,178,dense,low
onion,Onion||Tamil Nadu||Madurai||Melur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ) APMC,9.9261153,78.1140983,0.6406230172408822,0.09342445148549161,3715.490179759408,30,55,178,dense,low
onion,Onion||Tamil Nadu||Madurai||Palanganatham(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ) APMC,9.9261153,78.1140983,1.2741213073070181,0.04303841142864729,3704.1069231575666,30,55,178,dense,low
onion,Onion||Tamil Nadu||Madurai||Thirumangalam(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ) APMC,9.9261153,78.1140983,0.8093448108294037,0.12545039700790875,3699.5417930459935,30,55,178,dense,low
onion,Onion||Tamil Nadu||Nagapattinam||Mayiladuthurai(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ) APMC,10.6026203,79.7619348,0.17916790373297056,0.035005961101466025,3279.365987041068,13,39,140,sparse,low
onion,Onion||Tamil Nadu||Nagapattinam||Nagapattinam(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ) APMC,10.6026203,79.7619348,0.26342987593749195,0.040051438412584,2953.0619106953386,13,39,140,sparse,low
onion,Onion||Tamil Nadu||Nagapattinam||Sirkali(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ) APMC,10.6026203,79.7619348,0.300569341655475,0.05421190272739566,3755.0979964003277,13,39,140,sparse,low
onion,Onion||Tamil Nadu||Nagercoil (Kannyiakumari)||Myladi(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ) APMC,11.332372300000001,78.6098639,0.07369385386398411,0.03674913465772488,4204.636316194705,39,83,188,dense,low
onion,Onion||Tamil Nadu||Nagercoil (Kannyiakumari)||Vadaseri APMC,Onion,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,11.332372300000001,78.6098639,0.5404762771272119,0.05918732702564826,4129.179140611486,39,83,188,dense,low
onion,Onion||Tamil Nadu||Namakkal||Kumarapalayam(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ) APMC,11.303388899999998,78.118604,0.19224644117459588,0.037324339051185804,3778.9709934619586,34,79,194,dense,low
onion,Onion||Tamil Nadu||Namakkal||Mohanur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ) APMC,11.303388899999998,78.118604,0.4098798478294056,0.02826491430531456,3960.31167613348,34,79,194,dense,low
onion,Onion||Tamil Nadu||Namakkal||Namakkal(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,11.303388899999998,78.118604,1.2892219732699675,0.2968222007108032,3505.610289652408,34,79,194,dense,low
onion,Onion||Tamil Nadu||Namakkal||Paramathivelur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ) APMC,11.303388899999998,78.118604,0.22388026622118032,0.08481797190820375,4238.318774112192,34,79,194,dense,low
onion,Onion||Tamil Nadu||Namakkal||Rasipuram(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,11.303388899999998,78.118604,0.7821173135995243,0.17651006451037982,3912.593800147834,34,79,194,dense,low
onion,Onion||Tamil Nadu||Namakkal||Tiruchengode APMC,Onion,Tamil Nadu,Namakkal,Tiruchengode APMC,11.303388899999998,78.118604,0.33802470149654223,0.06051963730924769,4039.4006660785353,34,79,194,dense,low
onion,Onion||Tamil Nadu||Perambalur||Perambalur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ) APMC,11.2902641,78.9300404,0.759878613742607,0.11420590526792421,3931.7793450260183,23,69,176,dense,low
onion,Onion||Tamil Nadu||Pudukkottai||Aranthangi(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ) APMC,10.2903072,78.8173617,0.07349902768437229,0.019094393674662414,3650.228419376489,12,73,184,dense,low
onion,Onion||Tamil Nadu||Pudukkottai||Gandarvakottai(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ) APMC,10.2903072,78.8173617,0.35670229946696086,0.056168043900938006,3603.410988707739,12,73,184,dense,low
onion,Onion||Tamil Nadu||Pudukkottai||Pudukottai(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ) APMC,10.2903072,78.8173617,0.750853400930234,0.08636531682292366,4118.734127174549,12,73,184,dense,low
onion,Onion||Tamil Nadu||Pudukkottai||Viralimalai(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ) APMC,10.2903072,78.8173617,0.16154425585587368,0.02903402970066139,4027.0879657866485,12,73,184,dense,low
onion,Onion||Tamil Nadu||Ramanathapuram||Paramakudi(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,9.5205576,78.5184635,0.26455832688529324,0.05906495852340434,3872.953203233231,20,52,165,dense,low
onion,Onion||Tamil Nadu||Ramanathapuram||Ramanathapuram(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ) APMC,9.5205576,78.5184635,0.1454970646899688,0.01827892779449708,3870.94982979768,20,52,165,dense,low
onion,Onion||Tamil Nadu||Ranipet||Arcot(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,12.918624300000001,79.4081921,0.8299632639553681,0.07540774230236727,3374.2694094098533,16,26,102,sparse,low
onion,Onion||Tamil Nadu||Ranipet||Ranipettai(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,12.918624300000001,79.4081921,0.41128747823981876,0.1492618749460787,3379.525308782632,16,26,102,sparse,low
onion,Onion||Tamil Nadu||Salem||Ammapet(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,11.6469616,78.2106958,0.2793730556978179,0.10935677295079636,3921.1905565702523,36,65,188,dense,low
onion,Onion||Tamil Nadu||Salem||Athur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Salem,Athur(Uzhavar Sandhai ) APMC,11.6469616,78.2106958,0.9220455863740854,0.1882796599709157,4037.7742683946813,36,65,188,dense,low
onion,Onion||Tamil Nadu||Salem||Attayampatti(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,11.6469616,78.2106958,0.10025889810443685,0.02591851721749175,4125.659915672842,36,65,188,dense,low
onion,Onion||Tamil Nadu||Salem||Edapadi (Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,11.6469616,78.2106958,0.5151533368365209,0.12579555039939322,4089.3142819702,36,65,188,dense,low
onion,Onion||Tamil Nadu||Salem||Elampillai(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,11.6469616,78.2106958,0.5216204701820918,0.12094145337700572,4108.875465319464,36,65,188,dense,low
onion,Onion||Tamil Nadu||Salem||Hasthampatti(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,11.6469616,78.2106958,0.5761940299279001,0.10979819429506167,4106.260634888311,36,65,188,dense,low
onion,Onion||Tamil Nadu||Salem||Jalagandapuram(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,11.6469616,78.2106958,0.18835402169507443,0.070580753083781,4066.0023031561614,36,65,188,dense,low
onion,Onion||Tamil Nadu||Salem||Mettur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,11.6469616,78.2106958,0.6608084530374384,0.1401609288638184,4110.80223140719,36,65,188,dense,low
onion,Onion||Tamil Nadu||Salem||Sooramangalam(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,11.6469616,78.2106958,0.7950091683315174,0.14408832916264214,4136.736035269524,36,65,188,dense,low
onion,Onion||Tamil Nadu||Salem||Thammampatti (Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ) APMC,11.6469616,78.2106958,0.38068020582619544,0.05490223607170273,4065.8861492801025,36,65,188,dense,low
onion,Onion||Tamil Nadu||Salem||Thathakapatti(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,11.6469616,78.2106958,0.4898749880981591,0.10094292288699071,4109.00108922174,36,65,188,dense,low
onion,Onion||Tamil Nadu||Sivaganga||Devakottai (Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,9.848688099999999,78.4870461,0.21268595810518004,0.03669098769098654,4061.1549074637674,16,59,171,dense,low
onion,Onion||Tamil Nadu||Sivaganga||Karaikudi(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,9.848688099999999,78.4870461,0.340458957742203,0.014065412478386882,4137.811188253182,16,59,171,dense,low
onion,Onion||Tamil Nadu||Sivaganga||Singampunari(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,9.848688099999999,78.4870461,0.44558952382078815,0.05669338580772989,4016.668394536786,16,59,171,dense,low
onion,Onion||Tamil Nadu||Sivaganga||Sivagangai (Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,9.848688099999999,78.4870461,0.40922900296106085,0.06327415762454552,3910.8475269548394,16,59,171,dense,low
onion,Onion||Tamil Nadu||Sivaganga||Tirupatthur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,9.848688099999999,78.4870461,0.23490984100611287,0.0066287144653992,4118.618237539657,16,59,171,dense,low
onion,Onion||Tamil Nadu||Tenkasi||Sankarankoil(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ) APMC,9.0933908,77.4758373,0.4804134599710071,0.08867014375625595,3946.062266778333,15,66,152,dense,low
onion,Onion||Tamil Nadu||Tenkasi||Tenkasi(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ) APMC,9.0933908,77.4758373,0.49124478077331707,0.05600201793745342,3224.424998019181,15,66,152,dense,low
onion,Onion||Tamil Nadu||Thanjavur||Kumbakonam (Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,10.659037,79.2014278,1.1884851092283324,0.08932466495831429,3910.948362473529,19,66,166,dense,low
onion,Onion||Tamil Nadu||Thanjavur||Papanasam(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ) APMC,10.659037,79.2014278,0.14998753858116715,0.08267772076530075,3927.075365613371,19,66,166,dense,low
onion,Onion||Tamil Nadu||Thanjavur||Pattukottai(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,10.659037,79.2014278,0.6975538242849476,0.051696650041731865,4154.214365896266,19,66,166,dense,low
onion,Onion||Tamil Nadu||Thanjavur||Thanjavur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,10.659037,79.2014278,1.3874898367586588,0.11125941367796446,3628.1754010157447,19,66,166,dense,medium
onion,Onion||Tamil Nadu||The Nilgiris||Coonoor(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,11.4,76.7,1.656906617281338,0.07659469148809092,3946.1506913604085,27,32,167,sparse,medium
onion,Onion||Tamil Nadu||The Nilgiris||Gudalur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,11.4,76.7,0.12695603189508825,0.08571936634795196,3661.179885031623,27,32,167,sparse,low
onion,Onion||Tamil Nadu||The Nilgiris||Udhagamandalam(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,11.4,76.7,2.499735690994668,0.29510750317964374,3680.2929279459754,27,32,167,sparse,medium
onion,Onion||Tamil Nadu||Theni||Andipatti(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,9.8692558,77.4222974,0.6876172251809618,0.14762170562265375,3423.2329503758383,23,86,170,dense,low
onion,Onion||Tamil Nadu||Theni||Bodinayakanur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ) APMC,9.8692558,77.4222974,0.3179894309414019,0.05266841690932801,3540.5324225531544,23,86,170,dense,low
onion,Onion||Tamil Nadu||Theni||Chinnamanur(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ) APMC,9.8692558,77.4222974,1.2283722467960079,0.15286416852873597,3426.7129636979585,23,86,170,dense,low
onion,Onion||Tamil Nadu||Theni||Devaram(Uzhavar Sandhai ) APMC,Onion,Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ) APMC,9.8692558,77.4222974,0.2636382565789489,0.06534658658626424,3338.9777748732417,23,86,170,dense,low
