crop,series_id,Commodity,State,District,Market,latitude,longitude,mean_arrival,std_arrival,mean_price,neighbor_degree_75km,neighbor_degree_150km,neighbor_degree_300km,density_bucket,volume_bucket
onion,Onion||Andhra Pradesh||Kurnool||Pattikonda APMC,Onion,Andhra Pradesh,Kurnool,Pattikonda APMC,15.830925100000002,78.0425373,1.0,0.0,3197.4897727703396,0,3,10,sparse,low
onion,Onion||Bihar||Banka||Barahat APMC,Onion,Bihar,Banka,Barahat APMC,24.8328273,86.8161114,4.006662458158273,0.050282546962636364,3517.009070067955,1,13,61,sparse,medium
onion,Onion||Bihar||Bhojpur||Piro APMC,Onion,Bihar,Bhojpur,Piro APMC,25.4501182,84.5635193,7.555268042629924,1.4748914655480567,3015.441845592531,5,12,37,sparse,medium
onion,Onion||Bihar||Jamui||Jamui APMC,Onion,Bihar,Jamui,Jamui APMC,24.7562514,86.3011128,9.73888227388783,1.2833583108991409,2768.07756496432,1,4,52,sparse,medium
onion,"Onion||Bihar||Kaithar||Gerabari, Korha Block APMC",Onion,Bihar,Kaithar,"Gerabari, Korha Block APMC",25.6440845,85.906508,3.2806197536540846,0.6866260769260907,3737.8537148747955,1,9,40,sparse,medium
onion,Onion||Bihar||Kishanganj||Bahadurganj APMC,Onion,Bihar,Kishanganj,Bahadurganj APMC,26.2984144,87.9466715,3.9217108226295028,2.044685277995735,2751.0377813876185,0,12,30,sparse,medium
onion,Onion||Bihar||Madhepura||Murliganj APMC,Onion,Bihar,Madhepura,Murliganj APMC,25.7806118,86.9364753,1.1725919461952854,0.13348055619530544,2787.793847761482,0,10,45,sparse,low
onion,Onion||Bihar||Madhubani||Jahajharpur APMC,Onion,Bihar,Madhubani,Jahajharpur APMC,26.3503076,86.2296424,3.6804858878001796,1.2928581880554808,3014.7235753961604,2,6,35,sparse,medium
onion,Onion||Bihar||Madhubani||Jainagar APMC,Onion,Bihar,Madhubani,Jainagar APMC,26.3503076,86.2296424,1.3576103240616049,0.9795866489782079,3435.2889761441425,2,6,35,sparse,medium
onion,Onion||Bihar||Patna||Danapur APMC,Onion,Bihar,Patna,Danapur APMC,25.6093239,85.1235252,34.46912747647997,1.567239918575179,3541.814433474392,1,11,35,sparse,high
onion,Onion||Bihar||Rohtas||Sasaram APMC,Onion,Bihar,Rohtas,Sasaram APMC,24.9394143,84.0197031,5.840455703247953,1.4853964591419206,2882.182872438415,0,13,39,sparse,medium
onion,Onion||Bihar||Samastipur||Tajpur APMC,Onion,Bihar,Samastipur,Tajpur APMC,25.7747885,85.8672314,2.0,0.0,2902.2299464314383,3,9,39,sparse,medium
onion,Onion||Bihar||Sheohar||Sheohar APMC,Onion,Bihar,Sheohar,Sheohar APMC,26.4934234,85.2717561,1.4669864508776638,1.1696744432794282,3085.878207987528,0,10,28,sparse,medium
onion,Onion||Chandigarh||Chandigarh||Chandigarh(Grain/Fruit) APMC,Onion,Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,30.7334421,76.7797143,223.4391977158027,107.5851812026418,2065.1092141673007,18,73,172,dense,high
onion,Onion||Chattisgarh||Bilaspur||Tiphra APMC,Onion,Chattisgarh,Bilaspur,Tiphra APMC,22.1638486,82.1365923,86.56453064644043,23.298927288332195,1993.4588206665633,0,2,16,sparse,high
onion,Onion||Chattisgarh||Durg||Durg APMC,Onion,Chattisgarh,Durg,Durg APMC,21.1982964,81.4007922,9.88386499369189,7.838665336099893,2552.0864167831746,1,4,17,sparse,medium
onion,Onion||Chattisgarh||Raigarh||Raigarh APMC,Onion,Chattisgarh,Raigarh,Raigarh APMC,22.2361795,83.3529534,41.049021559490754,17.128811960290996,2310.952053284572,1,6,22,sparse,high
onion,Onion||Chattisgarh||Rajnandgaon||Rajnandgaon APMC,Onion,Chattisgarh,Rajnandgaon,Rajnandgaon APMC,21.0684425,80.7970779,35.59664929131225,23.740291383654277,2011.0212778407817,1,1,12,sparse,high
onion,Onion||Goa||North Goa||Mapusa APMC,Onion,Goa,North Goa,Mapusa APMC,15.6044413,74.0017241,8.9605458414024,5.140788108994559,1817.330082107106,1,3,9,sparse,medium
onion,Onion||Gujarat||Ahmedabad||Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Onion,Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,23.0215374,72.5800568,770.8172363567307,258.33576640271133,2160.033806323559,4,8,31,sparse,high
onion,"Onion||Gujarat||Anand||Anand(Veg,Yard,Anand) APMC",Onion,Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",22.5586555,72.9627227,41.21150791113051,21.551134529749834,2047.4092398458613,5,10,49,sparse,high
onion,Onion||Gujarat||Banaskanth||Deesa(Deesa Veg Yard) APMC,Onion,Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,22.3850051,71.745261,53.50357269457668,17.655341379636553,2203.118327487419,0,13,19,sparse,high
onion,Onion||Gujarat||Bharuch||Ankleshwar APMC,Onion,Gujarat,Bharuch,Ankleshwar APMC,21.7080427,72.9956936,10.551874992935632,4.8440468872733895,1544.099830506023,3,9,44,sparse,medium
onion,Onion||Gujarat||Bhavnagar||Mahuva(Station Road) APMC,Onion,Gujarat,Bhavnagar,Mahuva(Station Road) APMC,21.7718836,72.1416449,3020.114519039243,3320.328676820063,1418.8830875203942,0,10,34,sparse,high
onion,Onion||Gujarat||Dahod||Dahod(Veg. Market) APMC,Onion,Gujarat,Dahod,Dahod(Veg. Market) APMC,22.919409899999998,74.1342725,10.51986119539619,13.43114168890484,1970.3152436511255,2,15,48,sparse,medium
onion,Onion||Gujarat||Jamnagar||Jamnagar APMC,Onion,Gujarat,Jamnagar,Jamnagar APMC,22.4732415,70.0552102,47.76933353736671,60.09407341760111,1631.9838924392986,0,6,11,sparse,high
onion,Onion||Gujarat||Kachchh||Bhuj APMC,Onion,Gujarat,Kachchh,Bhuj APMC,23.583333,70.0,47.04351667745816,21.573566640627682,2627.5056165961564,0,2,10,sparse,high
onion,Onion||Gujarat||Kheda||Kapadvanj APMC,Onion,Gujarat,Kheda,Kapadvanj APMC,22.853250299999996,72.9953586,8.361060133546848,3.927487029917773,1859.9754473221612,5,10,38,sparse,medium
onion,Onion||Gujarat||Kheda||Nadiyad(Piplag) APMC,Onion,Gujarat,Kheda,Nadiyad(Piplag) APMC,22.8532503,72.9953586,27.95434886533075,12.643949891229973,2280.86884076653,5,10,38,sparse,high
onion,Onion||Gujarat||Mehsana||Mehsana(Mehsana Veg) APMC,Onion,Gujarat,Mehsana,Mehsana(Mehsana Veg) APMC,23.6012628,72.3741516,45.9898287243867,25.238195804522707,1939.2174461675527,1,5,25,sparse,high
onion,Onion||Gujarat||Morbi||Morbi APMC,Onion,Gujarat,Morbi,Morbi APMC,22.8003959,70.886232,9.458706675459537,4.481106209158506,1572.213931078268,3,6,18,sparse,medium
onion,Onion||Gujarat||Navsari||Bilimora APMC,Onion,Gujarat,Navsari,Bilimora APMC,20.952407,72.9323831,2.471478835406425,1.5443677122010342,2491.535353535877,1,15,47,sparse,medium
onion,Onion||Gujarat||Porbandar||Porbandar APMC,Onion,Gujarat,Porbandar,Porbandar APMC,21.6029751,69.8538067,62.88429565479768,84.34487901735429,1970.481990698232,0,4,8,sparse,high
onion,Onion||Gujarat||Rajkot||Gondal APMC,Onion,Gujarat,Rajkot,Gondal APMC,22.3053263,70.8028377,962.0365511520796,778.8203959331526,1578.0009630742616,3,6,18,sparse,high
onion,Onion||Gujarat||Rajkot||Jetpur(Dist.Rajkot) APMC,Onion,Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,22.3053263,70.8028377,40.589533721781166,54.72206137920263,1640.2113869089696,3,6,18,sparse,high
onion,Onion||Gujarat||Rajkot||Rajkot(Veg.Sub Yard) APMC,Onion,Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,22.3053263,70.8028377,283.94897790964643,186.34490660418254,1490.432577728981,3,6,18,sparse,high
onion,Onion||Gujarat||Surat||Surat APMC,Onion,Gujarat,Surat,Surat APMC,21.2094892,72.8317058,262.34603778010825,71.56141978739537,1939.5708787323128,2,5,38,sparse,high
onion,Onion||Gujarat||Vadodara(Baroda)||Padra APMC,Onion,Gujarat,Vadodara(Baroda),Padra APMC,22.3108103,73.1657471,9.71925976840547,2.0000948452511045,2176.028924711305,5,10,50,sparse,medium
onion,Onion||Gujarat||Vadodara(Baroda)||Vadodara(Sayajipura) APMC,Onion,Gujarat,Vadodara(Baroda),Vadodara(Sayajipura) APMC,22.3108103,73.1657471,256.0001944483973,87.33719390175595,1704.0408920127975,5,10,50,sparse,high
onion,Onion||Haryana||Ambala||Ambala City(Subji Mandi) APMC,Onion,Haryana,Ambala,Ambala City(Subji Mandi) APMC,30.3843674,76.770421,61.3734479727394,31.053833379405432,1133.3168659446221,31,72,180,dense,high
onion,Onion||Haryana||Ambala||Barara APMC,Onion,Haryana,Ambala,Barara APMC,30.3843674,76.770421,1.0543507863487802,0.33548025811502125,1630.6064068608384,31,72,180,dense,low
onion,Onion||Haryana||Ambala||Naraingarh APMC,Onion,Haryana,Ambala,Naraingarh APMC,30.3843674,76.770421,7.246650645036742,12.824485391813525,1756.0357848755773,31,72,180,dense,medium
onion,Onion||Haryana||Ambala||Shahzadpur APMC,Onion,Haryana,Ambala,Shahzadpur APMC,30.3843674,76.770421,0.44804466886489014,0.2468314257518912,1725.1461711577206,31,72,180,dense,low
onion,Onion||Haryana||Bhiwani||Ch. Dadri APMC,Onion,Haryana,Bhiwani,Ch. Dadri APMC,28.7931703,76.1391283,3.61473321839501,1.8593746576536927,1812.0395161407316,7,63,176,dense,medium
onion,Onion||Haryana||Faridabad||Ballabhgarh APMC,Onion,Haryana,Faridabad,Ballabhgarh APMC,28.4031478,77.3105561,12.405223795771645,11.930209099211401,1500.0359528829088,30,61,167,dense,high
onion,"Onion||Haryana||Faridabad||New Grain Market , Faridabad APMC",Onion,Haryana,Faridabad,"New Grain Market , Faridabad APMC",28.403147800000003,77.3105561,54.36872498047981,29.46891614169812,1691.7658971056537,30,61,167,dense,high
onion,Onion||Haryana||Fatehabad||Fatehabad APMC,Onion,Haryana,Fatehabad,Fatehabad APMC,29.5359209,75.5752901,10.093924243020547,22.945436332777415,1901.391490763014,12,60,170,dense,medium
onion,Onion||Haryana||Fatehabad||Jakhal APMC,Onion,Haryana,Fatehabad,Jakhal APMC,29.5359209,75.5752901,0.30211839319911615,0.15790128663164057,2310.19784747221,12,60,170,dense,low
onion,Onion||Haryana||Fatehabad||Ratia APMC,Onion,Haryana,Fatehabad,Ratia APMC,29.5359209,75.5752901,3.9113593874362644,6.149457054602123,1938.0817898025248,12,60,170,dense,medium
onion,Onion||Haryana||Gurgaon||Farukh Nagar APMC,Onion,Haryana,Gurgaon,Farukh Nagar APMC,28.4646148,77.0299194,1.1320690246199743,0.5214377832017466,2079.403041100716,32,63,180,dense,low
onion,Onion||Haryana||Gurgaon||Gurgaon APMC,Onion,Haryana,Gurgaon,Gurgaon APMC,28.464614800000003,77.0299194,80.95712167064903,36.79367416908626,1697.5278272192238,32,63,180,dense,high
onion,Onion||Haryana||Gurgaon||Pataudi APMC,Onion,Haryana,Gurgaon,Pataudi APMC,28.4646148,77.0299194,3.0704280843064002,2.1805581594157655,1922.0876360877248,32,63,180,dense,medium
onion,Onion||Haryana||Gurgaon||Sohna APMC,Onion,Haryana,Gurgaon,Sohna APMC,28.4646148,77.0299194,2.419984002342161,1.1242429264834626,2137.272611801938,32,63,180,dense,medium
onion,Onion||Haryana||Hissar||Barwala(Hisar) APMC,Onion,Haryana,Hissar,Barwala(Hisar) APMC,29.717033499999996,76.3591737,2.7900688945549517,1.8315200935107223,2068.60269794835,26,84,189,dense,medium
onion,Onion||Haryana||Hissar||Hansi APMC,Onion,Haryana,Hissar,Hansi APMC,29.7170335,76.3591737,10.555681404657026,7.227946292365306,1980.7277808069227,26,84,189,dense,medium
onion,Onion||Haryana||Hissar||Hissar APMC,Onion,Haryana,Hissar,Hissar APMC,29.7170335,76.3591737,19.433914738355767,11.344930170203149,2246.6623486335543,26,84,189,dense,high
onion,Onion||Haryana||Hissar||Uklana APMC,Onion,Haryana,Hissar,Uklana APMC,29.8258374,76.4242968,0.3546142616293395,0.19392282800789157,2210.571957703134,30,80,190,dense,low
onion,Onion||Haryana||Jhajar||Bahadurgarh APMC,Onion,Haryana,Jhajar,Bahadurgarh APMC,29.0,76.0,8.387449781250432,6.736294426663145,1874.4434954038632,10,60,170,dense,medium
onion,Onion||Haryana||Jhajar||Jhajjar APMC,Onion,Haryana,Jhajar,Jhajjar APMC,29.0,76.0,4.307469058779083,2.7449086261449467,2263.0724254601287,10,60,170,dense,medium
onion,Onion||Haryana||Jind||Jind APMC,Onion,Haryana,Jind,Jind APMC,29.3152073,76.314082,13.517677509507703,8.696775262683603,2075.5764565121467,18,75,189,dense,high
onion,Onion||Haryana||Jind||Narwana APMC,Onion,Haryana,Jind,Narwana APMC,29.315207300000004,76.314082,7.580953014224941,7.128895929141412,1887.63865495061,18,75,189,dense,medium
onion,Onion||Haryana||Jind||Safidon APMC,Onion,Haryana,Jind,Safidon APMC,29.315207299999997,76.314082,3.9426761331227476,2.5703405922778013,1722.634933347298,18,75,189,dense,medium
onion,Onion||Haryana||Kaithal||Dhand APMC,Onion,Haryana,Kaithal,Dhand APMC,29.7996588,76.3989903,0.33958297463077786,0.15166271415562121,2379.5837560729924,30,80,190,dense,low
onion,Onion||Haryana||Kaithal||Pundri APMC,Onion,Haryana,Kaithal,Pundri APMC,29.7996588,76.3989903,1.2038379167232112,1.5028525277408085,2454.3982281298454,30,80,190,dense,low
onion,Onion||Haryana||Kaithal||Siwan APMC,Onion,Haryana,Kaithal,Siwan APMC,29.799658800000003,76.3989903,0.846744563303898,0.4570798949840315,2223.2638616216354,30,80,190,dense,low
onion,Onion||Haryana||Karnal||Gharaunda APMC,Onion,Haryana,Karnal,Gharaunda APMC,29.7255766,76.9106924,1.5654904703242765,1.0953830306015546,2474.8027740636794,33,87,200,dense,medium
onion,"Onion||Haryana||Karnal||New Grain Market(main), Karnal APMC",Onion,Haryana,Karnal,"New Grain Market(main), Karnal APMC",29.725576599999997,76.9106924,51.61372604609473,31.50524380335891,1850.6985175241464,33,87,200,dense,high
onion,Onion||Haryana||Kurukshetra||Ladwa APMC,Onion,Haryana,Kurukshetra,Ladwa APMC,29.969374700000003,76.8482787,0.8021963956466319,0.6198039622933065,2047.1101065103257,34,78,192,dense,low
onion,Onion||Haryana||Kurukshetra||Pehowa APMC,Onion,Haryana,Kurukshetra,Pehowa APMC,29.969374699999996,76.8482787,0.6536998892787367,0.8319461853116908,1524.0181227105736,34,78,192,dense,low
onion,Onion||Haryana||Kurukshetra||Shahabad APMC,Onion,Haryana,Kurukshetra,Shahabad APMC,29.9693747,76.8482787,4.709153450044261,5.363925030768218,2074.320063235598,34,78,192,dense,medium
onion,Onion||Haryana||Kurukshetra||Thanesar APMC,Onion,Haryana,Kurukshetra,Thanesar APMC,29.9693747,76.8482787,24.070539969313906,10.98850092678939,2507.4762853271004,34,78,192,dense,high
onion,Onion||Haryana||Mahendragarh-Narnaul||Mohindergarh APMC,Onion,Haryana,Mahendragarh-Narnaul,Mohindergarh APMC,28.0530574,76.1136303,3.219965442530585,3.24594457886923,1516.205212154763,3,34,149,sparse,medium
onion,Onion||Haryana||Mahendragarh-Narnaul||Narnaul APMC,Onion,Haryana,Mahendragarh-Narnaul,Narnaul APMC,28.053057399999997,76.1136303,2.1091621456121628,1.0708054441078112,1901.3661661182502,3,34,149,sparse,medium
onion,Onion||Haryana||Mewat||Nuh APMC,Onion,Haryana,Mewat,Nuh APMC,27.9935177,77.0419634,1.3318857162351125,0.8484981731708693,1268.3122419557862,13,49,148,dense,medium
onion,Onion||Haryana||Mewat||Punhana APMC,Onion,Haryana,Mewat,Punhana APMC,27.9935177,77.0419634,1.8368899233076748,1.070578026257643,2007.4189891718481,13,49,148,dense,medium
onion,Onion||Haryana||Mewat||Tauru APMC,Onion,Haryana,Mewat,Tauru APMC,27.9935177,77.0419634,3.940135673245602,2.308627711553686,2020.4549415434417,13,49,148,dense,medium
onion,Onion||Haryana||Panchkula||Barwala APMC,Onion,Haryana,Panchkula,Barwala APMC,30.6975401,76.85510660000001,10.125053280781621,6.230426111472384,1917.1965956898725,18,75,172,dense,medium
onion,"Onion||Haryana||Panchkula||New Grain Market , Panchkula APMC",Onion,Haryana,Panchkula,"New Grain Market , Panchkula APMC",30.6975401,76.8551066,1.0,0.0,2622.734402122216,18,75,172,dense,low
onion,Onion||Haryana||Panchkula||Raipur Rai APMC,Onion,Haryana,Panchkula,Raipur Rai APMC,30.6975401,76.8551066,0.18484235458205073,0.10127100115991358,1508.6262036166672,18,75,172,dense,low
onion,Onion||Haryana||Panipat||Madlauda APMC,Onion,Haryana,Panipat,Madlauda APMC,29.3912753,76.9771675,0.4667402189867354,1.966284376488583,2212.157033634601,28,93,196,dense,low
onion,Onion||Haryana||Panipat||Panipat APMC,Onion,Haryana,Panipat,Panipat APMC,29.391275300000004,76.9771675,38.60636158413574,13.95402053420913,1413.6908709979484,28,93,196,dense,high
onion,Onion||Haryana||Rewari||Rewari APMC,Onion,Haryana,Rewari,Rewari APMC,28.1956468,76.6165179,5.018662368491052,5.244753340036714,1715.5365462725954,11,47,165,dense,medium
onion,Onion||Haryana||Rohtak||Meham APMC,Onion,Haryana,Rohtak,Meham APMC,28.9010899,76.5801935,0.7998066644296283,0.4512981273502627,1929.5208692273936,20,68,183,dense,low
onion,Onion||Haryana||Rohtak||Rohtak APMC,Onion,Haryana,Rohtak,Rohtak APMC,28.901089899999995,76.5801935,12.339004201140757,10.244293562637573,1281.7002663171754,20,68,183,dense,high
onion,Onion||Haryana||Sirsa||Rania APMC,Onion,Haryana,Sirsa,Rania APMC,29.6063041,74.9036568,0.20861374053566029,0.07186975023963738,1839.7896979425716,19,45,155,dense,low
onion,Onion||Haryana||Sirsa||Sirsa APMC,Onion,Haryana,Sirsa,Sirsa APMC,29.6063041,74.9036568,13.02188428095387,7.640146969301192,2066.9166703692326,19,45,155,dense,high
onion,Onion||Haryana||Sonipat||Ganaur APMC,Onion,Haryana,Sonipat,Ganaur APMC,28.9953758,77.0233627,1.7262543081102646,0.5892084407379208,2539.5156593405895,23,76,188,dense,medium
onion,Onion||Haryana||Sonipat||Gohana APMC,Onion,Haryana,Sonipat,Gohana APMC,28.9953758,77.0233627,5.957009401199511,2.708837786705121,1799.6832506004534,23,76,188,dense,medium
onion,Onion||Haryana||Sonipat||Sonepat APMC,Onion,Haryana,Sonipat,Sonepat APMC,28.995375799999998,77.0233627,12.68870648721054,7.341054442057304,2290.2757189656627,23,76,188,dense,high
onion,Onion||Haryana||Sonipat||Sonepat(Kharkhoda) APMC,Onion,Haryana,Sonipat,Sonepat(Kharkhoda) APMC,28.9953758,77.0233627,3.261327071966854,1.0943451461671185,1846.8166280342757,23,76,188,dense,medium
onion,Onion||Haryana||Yamuna Nagar||Chhachrauli APMC,Onion,Haryana,Yamuna Nagar,Chhachrauli APMC,30.1389108,77.301064,0.18336902634430377,0.07807524273638311,2220.99801580137,23,65,182,dense,low
onion,Onion||Haryana||Yamuna Nagar||Jagadhri APMC,Onion,Haryana,Yamuna Nagar,Jagadhri APMC,30.1389108,77.301064,5.428868665762188,2.557447956759156,2136.4006763160055,23,65,182,dense,medium
onion,Onion||Haryana||Yamuna Nagar||Mustafabad APMC,Onion,Haryana,Yamuna Nagar,Mustafabad APMC,30.138910800000005,77.301064,0.1979290145265219,0.09515200765244312,2067.267978182854,23,65,182,dense,low
onion,Onion||Haryana||Yamuna Nagar||Radaur APMC,Onion,Haryana,Yamuna Nagar,Radaur APMC,30.138910800000005,77.301064,12.196102397278471,2.869207448323545,2028.6816353840345,23,65,182,dense,high
onion,Onion||Haryana||Yamuna Nagar||Sadhaura APMC,Onion,Haryana,Yamuna Nagar,Sadhaura APMC,30.138910800000005,77.301064,0.7477775229012594,0.5238905671833575,2034.003592343504,23,65,182,dense,low
onion,Onion||Himachal Pradesh||Bilaspur||PMY Bilaspur,Onion,Himachal Pradesh,Bilaspur,PMY Bilaspur,31.3380959,76.7611631,2.2713863680202517,0.49751602659838695,2780.007073180502,15,50,143,dense,medium
onion,Onion||Himachal Pradesh||Chamba||PMY Chamba,Onion,Himachal Pradesh,Chamba,PMY Chamba,32.6923316,76.1631552,1.9666914380337632,1.410245519480472,2526.784436281335,5,27,77,sparse,medium
onion,Onion||Himachal Pradesh||Hamirpur||PMY Hamirpur,Onion,Himachal Pradesh,Hamirpur,PMY Hamirpur,31.653986599999996,76.5403633,1.6007249693793426,0.7082238787792677,2787.447339219362,18,49,127,dense,medium
onion,Onion||Himachal Pradesh||Hamirpur||SMY Nadaun,Onion,Himachal Pradesh,Hamirpur,SMY Nadaun,31.6539866,76.5403633,1.2887848444450034,0.38007393229543085,2945.1964542783658,18,49,127,dense,low
onion,Onion||Himachal Pradesh||Kangra||PMY Kangra,Onion,Himachal Pradesh,Kangra,PMY Kangra,32.0768665,76.2985872,1.9224897287357974,0.23353153275174618,2831.4767767805533,14,40,109,sparse,medium
onion,Onion||Himachal Pradesh||Kangra||SMY Jaisinghpur,Onion,Himachal Pradesh,Kangra,SMY Jaisinghpur,32.0768665,76.2985872,0.20456056163491707,0.10709839605848825,2906.2343471223235,14,40,109,sparse,low
onion,Onion||Himachal Pradesh||Kangra||SMY Jassur,Onion,Himachal Pradesh,Kangra,SMY Jassur,32.0768665,76.2985872,2.4193050493085715,0.6923767138253386,2768.113210745118,14,40,109,sparse,medium
onion,Onion||Himachal Pradesh||Kangra||SMY Palampur,Onion,Himachal Pradesh,Kangra,SMY Palampur,32.0768665,76.2985872,1.9121632554576664,0.45674441607677896,2964.054833555786,14,40,109,sparse,medium
onion,Onion||Himachal Pradesh||Kullu||PMY Kullu,Onion,Himachal Pradesh,Kullu,PMY Kullu,31.9578974,77.1089232,1.7771697744329316,0.938368392465844,2937.5572338206744,5,29,116,sparse,medium
onion,Onion||Himachal Pradesh||Kullu||SMY Bhuntar,Onion,Himachal Pradesh,Kullu,SMY Bhuntar,31.957897399999997,77.1089232,1.8270465736693455,0.6136531295593994,2825.949041048562,5,29,116,sparse,medium
onion,Onion||Himachal Pradesh||Mandi||SMY Dhanotu,Onion,Himachal Pradesh,Mandi,SMY Dhanotu,31.6516617,77.0092542,2.1285321791000906,1.084053950792921,2174.628571725473,8,39,129,sparse,medium
onion,Onion||Himachal Pradesh||Mandi||SMY Takoli,Onion,Himachal Pradesh,Mandi,SMY Takoli,31.6516617,77.0092542,0.2795383940094443,0.19120916950808595,2733.9113914874742,8,39,129,sparse,low
onion,Onion||Himachal Pradesh||Shimla||PMY Dhalli Shimla,Onion,Himachal Pradesh,Shimla,PMY Dhalli Shimla,31.104152600000003,77.1709729,11.372975190300656,4.198777364775056,2601.2210355853226,12,53,159,dense,high
onion,Onion||Himachal Pradesh||Solan||PMY Kather Solan,Onion,Himachal Pradesh,Solan,PMY Kather Solan,30.907756900000003,77.1023645,4.756154688228266,3.0289650375322617,2262.716480266146,14,62,164,dense,medium
onion,Onion||Himachal Pradesh||Una||PMY Una,Onion,Himachal Pradesh,Una,PMY Una,31.5834642,76.2351452,4.301925579840155,1.0152125164797274,2689.828782144987,19,52,127,dense,medium
onion,Onion||Jammu and Kashmir||Anantnag||Ashahipora (Anantnagh) APMC,Onion,Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh) APMC,33.74611,75.1854475,8.025943010512032,4.278724632975695,2533.9152403189323,1,5,35,sparse,medium
onion,Onion||Jammu and Kashmir||Jammu||Akhnoor APMC,Onion,Jammu and Kashmir,Jammu,Akhnoor APMC,32.7185614,74.8580917,1.930858980487965,0.5070285724494035,2999.751659620205,4,14,68,sparse,medium
onion,Onion||Jammu and Kashmir||Jammu||Narwal Jammu (F&V) APMC,Onion,Jammu and Kashmir,Jammu,Narwal Jammu (F&V) APMC,32.7185614,74.8580917,197.2125658720282,18.366573225460296,2534.9714298621175,4,14,68,sparse,high
onion,Onion||Jammu and Kashmir||Kathua||Kathua APMC,Onion,Jammu and Kashmir,Kathua,Kathua APMC,32.3765524,75.5243044,3.224344626402161,1.3498379020406173,2539.589617482191,7,30,90,sparse,medium
onion,Onion||Jammu and Kashmir||Ramban||Batote APMC,Onion,Jammu and Kashmir,Ramban,Batote APMC,33.2116371,75.2050989,2.8119163489930576,0.24163390684532027,2672.8524211941885,4,9,46,sparse,medium
onion,Onion||Jammu and Kashmir||Udhampur||Udhampur APMC,Onion,Jammu and Kashmir,Udhampur,Udhampur APMC,32.9219726,75.1331482,5.5628784125036495,0.6117660218995618,2158.3782837618537,4,18,59,sparse,medium
onion,Onion||Karnataka||Bangalore||Bangalore APMC,Onion,Karnataka,Bangalore,Bangalore APMC,12.9767936,77.590082,2745.862953857874,1039.0348690887981,1729.8894486787178,5,11,121,sparse,high
onion,Onion||Karnataka||Belgaum||Belgaum APMC,Onion,Karnataka,Belgaum,Belgaum APMC,15.857266599999999,74.5069343,362.4941645720222,437.30877633008686,2650.8642522246964,1,4,11,sparse,high
onion,Onion||Karnataka||Chikmagalur||Chikkamagalore APMC,Onion,Karnataka,Chikmagalur,Chikkamagalore APMC,13.318014000000002,75.7738743,4.446480524526212,3.033628599413248,2875.6024639213992,0,5,51,sparse,medium
onion,Onion||Karnataka||Davangere||Davangere APMC,Onion,Karnataka,Davangere,Davangere APMC,14.461887900000002,75.9314156,23.97510899465865,12.581241758395503,1762.0614829912458,0,3,14,sparse,high
onion,Onion||Karnataka||Dharwad||Hubli (Amaragol) APMC,Onion,Karnataka,Dharwad,Hubli (Amaragol) APMC,15.370729599999999,75.1332867,357.65055896467476,250.96120407689708,1237.8236538622732,0,4,12,sparse,high
onion,Onion||Karnataka||Kolar||Chintamani APMC,Onion,Karnataka,Kolar,Chintamani APMC,13.1805066,78.2669329,4.822801958580622,3.0646032986565452,2109.9667256504845,0,18,103,sparse,medium
onion,Onion||Karnataka||Shimoga||Shimoga APMC,Onion,Karnataka,Shimoga,Shimoga APMC,14.055650300000002,75.2380553,11.132135788768723,5.414827123069807,2445.054641209429,1,4,12,sparse,high
onion,Onion||Karnataka||Udupi||Udupi APMC,Onion,Karnataka,Udupi,Udupi APMC,13.526978399999999,74.8731879,10.596210579424788,12.235200506621608,2460.6423185090302,1,4,13,sparse,high
onion,Onion||Kerala||Alappuzha||Alappuzha APMC,Onion,Kerala,Alappuzha,Alappuzha APMC,9.5003416,76.4123364,3.762434200125846,4.74629009107608,4451.814789072208,24,51,119,dense,medium
onion,Onion||Kerala||Alappuzha||Chengannur APMC,Onion,Kerala,Alappuzha,Chengannur APMC,9.5003416,76.4123364,1.0268910088384209,0.22186133828541846,4532.784830859639,24,51,119,dense,low
onion,Onion||Kerala||Alappuzha||Cherthala APMC,Onion,Kerala,Alappuzha,Cherthala APMC,9.5003416,76.4123364,0.8170952784036244,0.6396340615333056,4000.6146433602894,24,51,119,dense,low
onion,Onion||Kerala||Alappuzha||Kayamkulam APMC,Onion,Kerala,Alappuzha,Kayamkulam APMC,9.5003416,76.41233639999999,4.699130012924494,1.617444997357306,3593.6862911260223,24,51,119,dense,medium
onion,Onion||Kerala||Ernakulam||Aluva APMC,Onion,Kerala,Ernakulam,Aluva APMC,10.0383947,76.5074145,36.69542373880818,97.40293315788777,3015.260886930057,24,66,151,dense,high
onion,Onion||Kerala||Ernakulam||Angamaly APMC,Onion,Kerala,Ernakulam,Angamaly APMC,10.0383947,76.5074145,2.056143467682829,0.4339534575427619,3515.797384840801,24,66,151,dense,medium
